ClauseNum	Clause	p/n	class
865	transparency;addresses;dealings;representations;Addendum;institute;participate;PACTIV;UCC;107;WITNESSETH;impartial;sublicensee;90;	negative	1
866	transparency;adjusting;	positive	1
867	87,500;CDDL;Merchant"),1;discloser;-7-;salaries;desire;substantial;	negative	1
868	transparency;14.2;	positive	1
869	affect;12.0;settle;No.18;convert;	negative	1
870	2.3(a;70,476;COUNTRY;	positive	1
871	money;continuation;trip;schools;tarnishes;collaterally;Ref;supplement;raising;749;NBZ;3599;	negative	1
872	transparency;Covenants;	positive	1
873	Mersky;Germain;bacteria;Therapeutics;57;Assignment;	negative	1
874	transparency;Consideration;	positive	1
875	Timothy;iron-;793;messages;SCOTT;trip;Ruben;66,582;Lofquist;remarketed;PHP;apparent;quoted;import;deletions;subsistence;consultation;UPON;provincial;244;Lance;interactions;941;Acquired;award;entitled;124,284;123;ineffective;impartial;HAVE;passed;	negative	1
876	accountants;Consideration;17480;	positive	1
877	divests;NAME;cost;66,582;intangible;!;List;PERIOD;supplement;accrued;LTE;sender;rectified;	negative	1
878	2.3(a;17480;COUNTRY;day;	positive	1
879	NAME;Southridge;Goods;ASSIGNED;14.5;skill;analyzing;Zulfiquar;GST;body;obligations;INSPECTION;methods;13D;4.4.1;reasonable;6563;custom;settle;discloser;PRODUCTION;Kimberly;f;363(m;server;715;five;3217597;government;example;SUSQUEHANNA;interior;part;recommendation;Cellucci;WhiteSmoke;2,722;Valuation;No.18;77;Lance;1117;eligible;Coldwater;drafts;1,991;14.3;resold;lock;memberships;amplification;60805;Player;supplier;written;2022;Philip;Made;61,233;60506;generates;SPECIFICALLY;none;qqqq;preserve;1.1;Successors;	negative	1
880	insufficiency;delayed;compositions;	positive	1
881	34108;	negative	1
882	Covenants;Consideration;	positive	1
883	references;insufficiency;Levine;4.1.5;designees;layoff;prevent;7.0;rather;onto;ADVERSE;appealable;Ruben;excepting;body;vacation;database;INC;Accountability;writings;8.1.1;331;HHS;governing;15.12;LIVING;Encumbrances;Asterisks;6563;fide;designates;Distributor;Ton;Medicare;74078995;controversies;import;postal;337;PCS;interior;SAMPLE;E.;libraries;simplex;900;performances;356;letter;Accrued;accrued;liquidity;easily;Aberdeen;1996;earlier;75,134;Item;crash;PDC;Mandatory;sender;P.;desire;undertakes;996;delaying;42,253;H-3;NBZ;competitors;Display;numbered;47546;Normal;HAVE;Hurricane;Resound;owes;1,713;	negative	1
884	accountants;Covenants;17480;	positive	1
885	1,729;2.3(a;UNDERWRITER;tendered;2.1(b)(iii)(D;CONTROL;1977;CAPACITY;dispatched;ASSIGNED;Instruments;Mersky;department;CDDL;nnn;Ruben;17011;gastroenterology;50,000,000;EP11172020;telecopy;61938;analogous;Asterisks;4,286;6563;if;Madison;languages;audited;Chambersburg;T-98;Payoff;transliteration;hiding;fulfillment;desires;Germain;3.20(b;BIG;609;part;collaterally;bbbbb;PERIOD;corruption;1,778;restriction;Valuation;TO;compensated;1117;liquidity;easily;Definitions;deducted;SOLUTIONS;claims;excusable;Florida;Proceeding;dinner;partial;124,284;WITNESSETH;16th;generates;undivided;3.12;boundaries;Ives;pdf;	negative	1
886	Investors;Posner;1,556;	positive	1
887	900,000;	negative	1
888	2.3(a;Consideration;	positive	1
889	transparency;Describe;iron-;fide;13.18;70,847;smartphone;123;	negative	1
890	2.3(a;Islands;insufficiency;	positive	1
891	references;transparency;accountants;attorney;stemming;Describe;Southridge;reliance;Installs;1,556;Aurora;money;coordinating;Instruments;76,121;interrupted;CDDL;appealable;analyzing;nnn;Zulfiquar;alleged;Ruben;GST;body;6.3(b;Gross;2,512;whether;times;Capital;governing;outbreak;MotoTalk;4.4.1;ie;News;obtained;Madison;community;audited;601;2,346;74078995;discloser;redress;validity;divesting;Hundred;outlets;designee;Broker;1,191;xxxvii;reconciliation;server;consultation;Commencing;Statistics;effectiveness;games;TX;356;Valuation;TO;disposal;compensated;determinations;209;Actions;Definitions;709;344;6001;5.5(b;Timeframe;claims;excusable;14.3;Item;Florida;interactions;e.;deductibles;dinner;lock;ESTABLISHMENT;535;Step;PDC;recitals;ultra;partial;reverted;protocol;2727;excess;measurements;64,700;impartial;generates;owing;symptom;NBZ;obtains;lawsuits;passed;herefrom;EPC;discontinue;BRANDS;111;2,661;JDMs;	negative	1
892	1,556;secure;defaults;	positive	1
893		negative	1
894	Consideration;14.2;	positive	1
895	sublessees;SAFETY;done;delayed;793;agendas;secure;money;reissuances;Mersky;logs;PRODUCTIVENESS;instructions;358;appealable;incurred;project;obligations;possible;Gift;EP11172020;Lofquist;consultant;MotoTalk;ie;relating;181,238;just;Public;155,000;colonoscopy;excludes;Team;indemnitee;4.02(b;a.;safe;hiding;deletions;desires;undertaking;WHETHER;Wheel;example;interior;Commencing;1.30;E.;housemarks;ARBITRATION;corruption;1,778;politically;4,254;Secrets;manufacturing;accrued;B.Notwithstanding;easily;3,658;u;allocated;excusable;Item;verbal;assume;3729;case(s;partial;Assignment;60805;knew;TIA;measurements;61,233;749;NBZ;81;3.12;HAVE;1.1;1.42;course;Ives;audio;	negative	1
896	2.3(a;Describe;Covenants;	positive	1
897	Goods;symbols;61615;PRODUCTION;f;363(m;-7-;government;BIG;RESPONSIBILITIES;buyers;d;inspect;step;located;claims;care;14.3;Chapter;reverted;undertakes;PIZZA;90;	negative	1
898	Investors;17480;1,092;continuation;	positive	1
899	transparency;tendered;International;Timothy;87,500;7.0;BSD;PLCCs;appealable;termed;alleged;gastroenterology;rebates;6.3(b;IS;50315;66,582;Training;262;Capital;identities;4.4.1;reasonable;5.6;4,286;obtained;audited;quoted;controversies;discloser;import;900,000;45701;remuneration;OWNERSHIP;bacteria;debtors;consultation;undergone;Commencing;recommendation;inspection;2,722;356;Muncie;lawfully;1,778;4,254;deciding;Dividends;trust;53226;care;14.3;interactions;FTE;Jury;hepatologists;diversified;3(3;bringing;bodies;protocol;amplification;9019;ab;4727;debtor;4.20;Merger;61,233;16th;-62-;AdWords;undivided;85850871;4.5.1(b;reflect;ADAPT;	negative	1
900	accountants;Describe;17480;prevent;1,092;	positive	1
901	references;transparency;Covenants;suffer;2.1(b)(iii)(D;1977;14.5;Known;onto;copies;379;purchaser;body;vacation;6.3(b;database;//s//;dealings;guilty;identities;content;61938;spiv;6563;Madison;custom;Team;quoted;settle;Guglielmo;discloser;postal;discuss;safe;communications;LIABLE;1,191;xxxvii;reconciliation;PCS;pertaining;34,830;assessable;SAMPLE;games;356;1,778;Valuation;contain;mortgage;Definitions;SOLUTIONS;trust;drafts;get;resold;Florida;75410395;Proceeding;e.;125;case(s;3,500,000.00;protocol;Note;insurrections;Gathering;Virginia;hung;B;996;valorem;4.5.1(b;4.01(g;HAVE;PIZZA;nonprocurement;	negative	1
902	insufficiency;Covenants;COUNTRY;	positive	1
903	81;15.6;	negative	1
904	Islands;insufficiency;Covenants;	positive	1
905		negative	1
906	transparency;2.3(a;Islands;COUNTRY;	positive	1
907	dispute;outbreak;divesting;compensated;1117;	negative	1
908	transparency;Americas;	positive	1
909	87,500;Instruments;pages;EP11172020;consultant;Books;Under;redress;combined;validity;Arms;ARBITRATION;typical;performances;2,223;earlier;dinner;61701;numbered;4.01(g;Successors;SHE;	negative	1
910	2.3(a;insufficiency;Covenants;COUNTRY;	positive	1
911	transparency;Americas;reissuances;558;Announcements;xix;Merchant"),1;50,000,000;2.3.1(b;practice;hepatic;languages;Team;concerns;broken;indemnitee;discloser;combined;900,000;bureau;hereby;hiding;fulfillment;363(m;furtherance;subsistence;ORDER;BIG;surcharge;games;List;PERIOD;corruption;Floor;J.;4,254;LOFQUIST;B.Notwithstanding;eligible;institute;PostMarket;709;408;entry;bodies;amplification;telex;debtor;4.20;B;60462;individually;Claimant;Transplant;oooo;4314;ALD;	negative	1
912	transparency;2.3(a;accountants;Islands;17480;1,092;COUNTRY;day;	positive	1
913	defaults;inaccuracies;figure;gastroenterology;H-1;institute;344;convert;decrease;15701;EPC;102,000;	negative	1
914	2.3(a;accountants;insufficiency;Obtain;17480;	positive	1
915	negotiation;793;gut;rather;ADVERSE;ERB;379;department;1,404;termed;obligations;PENALTY;8.1.1;seven;relating;Janesville;MYSQL;furnishing;redress;4.02(b;manifest;customary;bag;analyses;earlier;UCC;9019;entitled;191;raising;excess;996;ineffective;WSFS;47546;Normal;-28-;50,070;vest;	negative	1
916	transparency;2.3(a;14.2;	positive	1
917	ADVERSE;Merchant"),1;body;symbols;whether;safe;!;Western;defendant;	negative	1
918	2.3(a;accountants;Islands;17480;COUNTRY;	positive	1
919	body;50315;Conspicuous;PENALTY;fide;colonoscopy;languages;communications;OWNERSHIP;34,830;libraries;CLEAN;lock;S(c;-62-;AdWords;swelling;ADAPT;nonprocurement;	negative	1
920	transparency;14.2;	positive	1
921	Guglielmo;T-98;	negative	1
922	transparency;	positive	1
923	negotiation;coordinating;4314;	negative	1
924	accountants;conviction;Covenants;ASSIGNED;defaults;	positive	1
925	1,729;Timothy;3.4(b;87,500;Petition;prevent;1977;d.;disbursing;Mersky;occurrence;instructions;Process;department;happenings;38;symbols;relied;sell;66,582;Firm;13D;identities;11(a;telecopy;6563;apparent;languages;12.0;safe;Kimberly;desires;consultation;70,847;Treatment;legitimate;buyers;126;Invalid;restriction;J.;674;Dividends;B.Notwithstanding;liquidity;Smartphone;WITHOUT;Timeframe;entry;lets;902;10012;hepatologists;jkaput@zebra.com;commercials;-24-;award;raising;2727;996;Japan;Made;Head;SPECIFICALLY;81;HAVE;swelling;Hurricane;SHE;	negative	1
926	adjusting;	positive	1
927	1,729;PDMS;17480;benefit;storing;CAPACITY;adjusting;14.5;authored;continuation;Ruben;xix;Gift;Lofquist;designates;MYSQL;PCS;OWNERSHIP;debtors;undergone;they;d;Secrets;535;Jury;SW;rebate;William;Continued;extendable;desire;Insurance;-62-;designation;Display;90;9.01;	negative	1
928	transparency;14.2;49,888;	positive	1
929	divests;Peter;4.1.5;dispatched;Instruments;dependent;onto;day;ADVERSE;Announcements;Zulfiquar;Johns;17011;Material;excepting;//s//;Ring;content;community;custom;2,233;settle;77814203;discloser;validity;designee;34108;sss;bbbbb;TX;corruption;retention;LOFQUIST;1117;determinations;thereon;participate;1901;diversified;assurances;written;3.4;introduced;herefrom;591;Resound;JSTD-011;	negative	1
930	Covenants;14.2;	positive	1
931	remaining;TAKE;done;speedy;318;dispatched;happy;day;altered;1.58;telecopy;LIVING;News;if;2,233;controversies;validity;Adobe;tarnishes;debtors;controllers;3.20(b;Damage;restriction;d;deducted;5.5(b;FTE;329;hepatologists;57;entitled;2727;Sample;3.4;235;NBZ;qqqq;processed;v;	negative	1
932	transparency;accountants;adjusting;	positive	1
933	Individual;prevent;symbols;//s//;care;3(2;undivided;	negative	1
934	Covenants;14.2;	positive	1
935	redress;Germain;WhiteSmoke;	negative	1
936	transparency;Covenants;	positive	1
937	c)(iii;COMPETITIVE;13D;stop;remain;Medicare;1,191;introduced;Display;ARE;oooo;ALD;	negative	1
938	14.2;	positive	1
939	recommendation;	negative	1
940	Investors;Covenants;	positive	1
941	38;1.68;	negative	1
942	2.3(a;accountants;17480;prevent;	positive	1
943	onto;if;colonoscopy;-7-;Riverside;Continued;nonprocurement;RESOUND;	negative	1
944	2.3(a;Islands;17480;	positive	1
945	hepatic;	negative	1
946	transparency;14.2;shortage;	positive	1
947	Gordon;department;2(c)3;whether;1,294;Counsel;LOFQUIST;1117;Mandatory;	negative	1
948	Consideration;14.2;	positive	1
949	72,279;U;87,500;speedy;2.1(b)(iii)(D;Petition;dispatched;cost;appealable;happenings;termed;Zulfiquar;alleged;project;body;Conspicuous;Training;INC;Ring;prospectuses;methods;governing;DOP-0072;guilty;identities;3483180;Encumbrances;remain;variations;Madison;enquiries;MYSQL;currency;900,000;stolen;4,725;598;337;45701;LIABLE;forms;desires;RESPONSIBILITIES;housemarks;Hartman;WhiteSmoke;List;No.18;injuries;TO;Accrued;PostMarket;model;specimens;drafts;claims;14.3;75410395;e.;find;preclude;Mandatory;57;P.;1,851;2727;REGULATORY;RIGHTS;60462;introduced;Person(s;16th;generates;symptom;lawsuits;PIZZA;591;72,873;4314;	negative	1
950	2.3(a;accountants;Islands;17480;1,092;COUNTRY;	positive	1
951		negative	1
952	2.3(a;Covenants;14.2;	positive	1
953	Instruments;GNU;termed;DOP-0072;asking;safe;Kimberly;five;9.02;games;buyers;2,223;Accrued;Disclosing;Buyer;replies;85850871;Successors;	negative	1
954	impossibility;accountants;Covenants;	positive	1
955	UNDERWRITER;So;2,456;suffer;Southridge;shortage;2.1(b)(iii)(D;793;principle;dispatched;7.0;7601;Aurora;occurrence;authored;compositions;onto;day;elements;nnn;2(c)3;constituting;Ruben;GST;body;symbols;possible;schools;262;EP11172020;prospectuses;practice;consultant;porting;MAINTENANCE;1.58;ie;spiv;Asterisks;Madison;Public;fide;61615;audited;601;Works;settle;currency;ll;meet;divesting;45701;a.;communications;fulfillment;xxxvii;claimant;undertaking;Wheel;they;Cellucci;bag;surcharge;WhiteSmoke;Reduction;6,399;games;teleconference;ankles;FEE;contain;disposal;868;accrued;determinations;easily;3,658;Definitions;deducted;Print;CLEAN;specimens;1901;Wireless;53226;WITHOUT;Timeframe;resold;meningitis;dinner;memberships;329;lets;establishes;crash;15.11;commercials;protocol;entitled;191;2727;INNOVATIONS;Continued;written;2022;debtor;WITNESSETH;996;-62-;generates;H-3;Naples;Council;8A;4.5.1(b;lawsuits;herefrom;90;exemplary;illnesses;RESOUND;	negative	1
956	transparency;continuation;	positive	1
957	tablet;	negative	1
958	accountants;Americas;Describe;Covenants;	positive	1
959	reliance;	negative	1
960	2.3(a;Islands;17480;COUNTRY;	positive	1
961	55902;	negative	1
962	2.3(a;Covenants;Consideration;	positive	1
963	onto;inaccuracies;tarnishes;	negative	1
964	Covenants;14.2;	positive	1
965	318;layoff;Announcements;analyzing;gastroenterology;INC;www.wildform.com/demos;Woodmar;Germain;Therapeutics;14.3;undertakes;64,700;420;	negative	1
966	transparency;2.3(a;	positive	1
967	settle;15.11;telex;	negative	1
968	Covenants;defaults;49,888;	positive	1
969	Sidney;10.15;RESOUND;	negative	1
970	2.3(a;Islands;17480;	positive	1
971	Investors;David.Watson@ReynoldsBrands.com;physicians;deeds;warrant;agendas;7.0;Mersky;messages;Process;358;17011;figure;possible;offensive;sell;66,582;Lofquist;Binghamton;content;ie;PHP;4,286;6563;if;Madison;Public;colonoscopy;61615;2,346;MYSQL;Chambersburg;furnishing;controversies;Exclusion;postal;337;server;Wheel;website;undergone;example;smartphone;1.30;recommendation;customary;4991097;WhiteSmoke;games;investigating;Counsel;APPROVED;rare;4,254;mortgage;compensated;Coldwater;allocated;WITHOUT;meningitis;Florida;Proceeding;deductibles;lock;verbal;3729;902;recitals;Hickory;61701;124,284;playability;supplier;strategy;resulted;guidance;succeeds;60462;3.4;valorem;measurements;16th;sensors;impartial;cancels;15;BRANDS;nonprocurement;precedent;SHE;pdf;	negative	1
972	Covenants;Consideration;	positive	1
973		negative	1
974	transparency;2.3(a;Islands;	positive	1
975	1,729;treated;divests;2.3(a;UNDERWRITER;So;PDMS;affect;physicians;speedy;shortage;terminating;money;VIII;logs;day;appealable;Johns;project;database;PENALTY;Mexico;suppresses;Ring;EP11172020;prospectuses;11(a;15.12;61938;reasonable;'';5.6;181,238;if;155,000;enquiries;languages;www.wildform.com/demos;2,233;Team;Works;Chambersburg;Guglielmo;controversies;redress;validity;transliteration;outlets;34108;a.;Kimberly;desires;reconciliation;pertaining;Wheel;70,847;aaaaa;manifest;Hartman;Cellucci;legitimate;4991097;PERIOD;buyers;2,223;Muncie;Invalid;inspect;contain;4,254;install;disposal;determinations;easily;709;CLEAN;75,134;5.5(b;WITHOUT;counting;408;ESTABLISHMENT;manufactured;Falls;assume;memberships;15.11;PDC;recitals;offered;booking;decrease;bodies;1,851;9019;playability;wifi;telex;4727;guidance;Promissory;excess;4.20;tablet;undertakes;60462;TIA;Person(s;Claimant;NBZ;passed;discontinue;102,000;boundaries;1,983;55112;SHE;	negative	1
976	Covenants;	positive	1
977	transparency;shortage;reasonable;Madison;controversies;forms;manifest;u;model;Findlay;knew;420;H-3;inc;the-;	negative	1
978	Covenants;	positive	1
979	50315;www.wildform.com/demos;WHETHER;lawfully;APPROVED;237;respects;playability;resulted;996;preserve;	negative	1
980	transparency;prevent;	positive	1
981	divests;Goods;Aurora;379;more;c)(iii;Material;18901;addressed;practice;consultant;community;audited;74078995;ll;900,000;deletions;subsistence;Wheel;Therapeutics;lab;75,134;claims;Note;strategy;ab;123;B;TIA;qqqq;82901;	negative	1
982	transparency;Covenants;messages;	positive	1
983	divests;2,456;14.2;suffer;3.4(b;addresses;principle;PLCCs;Mersky;happy;skill;copies;nnn;body;H-1;governing;61938;LIVING;155,000;Team;Chambersburg;Wyomissing;hereby;pertaining;Survey;example;E.;LOGO;legitimate;games;corruption;Floor;buyers;performances;insults;Therapeutics;FEE;4,254;868;B.Notwithstanding;compensated;1117;Definitions;1996;61,915;Coldwater;5.5(b;Motor;ASSUMPTION;14.3;Disclosing;901;reverted;protocol;597;Player;playability;Continued;on;debtor;4.20;Sample;AUTHORIZATIONS;Person(s;measurements;1733;42,253;64,700;owing;numbered;passed;1.1;10.15;BASE;245;certificate(s;1,713;	negative	1
984	Covenants;	positive	1
985	49,888;	negative	1
986	impossibility;2.3(a;Investors;accountants;17480;prevent;adjusting;COUNTRY;Macau;	positive	1
987	674;Display;	negative	1
988	insufficiency;Covenants;	positive	1
989	analyzing;dispense;	negative	1
990	transparency;Covenants;Consideration;adjusting;	positive	1
991	EP11172020;v;	negative	1
992	transparency;49,888;	positive	1
993	treated;So;physicians;87,500;designees;storing;VIII;onto;379;CDDL;inaccuracies;database;relied;times;EP11172020;prospectuses;ie;seven;4,286;6563;61615;Ton;2,233;Team;asking;settle;Hundred;outlets;a.;hiding;forms;Arms;undertaking;communicated;Wheel;website;temporally;Design;Ability;rare;PostMarket;1901;counting;interactions;535;941;597;defaulting;3,873;AUTHORIZATIONS;measurements;81;90;JDMs;	negative	1
994	accountants;Covenants;	positive	1
995	72,279;WILL;CAPACITY;authored;xix;Merchant"),1;figure;port;prospectuses;COMPETITIVE;'';spiv;6563;Madison;Team;ll;redress;900,000;WHETHER;RESPONSIBILITIES;customary;-44-;ankles;step;conflicted;hardware;precedent;	negative	1
996	transparency;Covenants;14.2;	positive	1
997	International;Installs;assessing;CONTROL;messages;department;CDDL;happenings;inaccuracies;purchaser;alleged;Merchant"),1;port;223;66,582;8.1.1;17th;Firm;DEPARTMENT;COMPETITIVE;outbreak;recourse;identities;'';suspected;Racine;if;Janesville;2,346;74078995;ll;divesting;TPO;hereby;a.;sss;direction;subsistence;34,830;WHETHER;70,847;part;RESPONSIBILITIES;4,792;126;off;Invalid;199;J.;Secret;868;compensated;binder;Motor;claims;14.3;3729;preclude;desirous;3(3;BASED;Continued;rectified;107;During;SPECIFICALLY;Patent;reduced;72,873;	negative	1
